CANDIDATE_ID,CANDIDATE_NAME,CANDIDATE_OFFICE,CANDIDATE_STATE,CANDIDATE_DISTRICT,COMMITTEE_ID,COMMITTEE_NAME,SB_IMAGE_NUM,PAYEE_NAME,PAYEE_STREET,PAYEE_CITY,PAYEE_STATE,DISBURSEMENT_DESCRIPTION,DISBURSEMENT_DATE,COMMUNICATION_DATE,PUBLIC_DISBURSEMENT_DATE,REPORTED_DISBURSEMENT_AMOUNT,NUMBER_OF_CANDIDATES,CALCULATED_CANDIDATE_SHARE
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812039133915542","HARPER, CANDACE","35 CAMINO COURT","SICKLERVILLE","NJ","SALARY EXPENSE","30-OCT-18","30-OCT-18","30-OCT-18","131.32","1","131.32"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812039133915543","POLLACK, MARISA","44 CONEFLOWER LANE","WEST WINDSOR","NJ","TRAVEL","30-OCT-18","30-OCT-18","30-OCT-18","8.07","1","8.07"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812049133932963","VARDEMAN, ANN","208 GRAHAM STREET","HIGHLAND PARK","NJ","SALARY/TRAVEL EXPENSES","20-OCT-18","20-OCT-18","20-OCT-18","135.51","2","67.76"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812049133932963","COLLINSGRU, MAURA","825 MORGAN AVENUE","PALMYRA","NJ","SALARY EXPENSE","20-OCT-18","20-OCT-18","20-OCT-18","84.29","2","42.15"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812049133932964","45TH STREET PUB","4303 ROUTE 130 SOUTH","EDGEWATER PARK","NJ","FOOD","20-OCT-18","20-OCT-18","20-OCT-18","199.25","2","99.63"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812049133932964","QUAKER MEETING HOUSE AND CENTER FOR CONFERENCE","340 HIGH STREET","BURLINGTON","NJ","SPACE RENTAL","20-OCT-18","20-OCT-18","20-OCT-18","250","2","125"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812049133932965","BOHM, LUKE","340 EAYRESTOWN ROAD","SOUTHAMPTON","NJ","SALARY/TRAVEL EXPENSE","20-OCT-18","20-OCT-18","20-OCT-18","75.41","2","37.71"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812049133932965","MONTES, JEROME","PO BOX 6914","LAWRENCEVILE","NJ","SALARY/TRAVEL EXPENSE","20-OCT-18","20-OCT-18","20-OCT-18","105.53","1","105.53"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812049133932966","AMIRHAMZEH, LEILA","115 POLIFLY ROAD 2C","HACKENSACK","NJ","SALARY/TRAVEL EXPENSES","20-OCT-18","20-OCT-18","20-OCT-18","267.31","1","267.31"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812049133932966","HERNANDEZ, OSCAR","1220 HUDSON STREET #427","HOBOKEN","NJ","SALARY/TRAVEL EXPENSES","20-OCT-18","20-OCT-18","20-OCT-18","133.6","1","133.6"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812049133932967","ZEVALLOS, JESSICA","2246 HIGHLAND AVENUE","KEARNY","NJ","SALARY/TRAVEL EXPENSES","20-OCT-18","20-OCT-18","20-OCT-18","134.52","1","134.52"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812049133932967","HOLMES, BONITA","84 S 10TH STREET","NEWARK","NJ","SALARY/TRAVEL EXPENSES","20-OCT-18","20-OCT-18","20-OCT-18","226.37","1","226.37"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812049133932968","CONTEH, EZEKIEL","98 WINDING WOOD DRIVE APT 4B","SAYREVILLE","NJ","SALARY/TRAVEL EXPENSES","20-OCT-18","20-OCT-18","20-OCT-18","165.11","1","165.11"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812049133932968","MAAS, MICHELLE","550 CENTRAL AVENUE","WEST ORANGE","NJ","PAYROLL/TRAVEL EXPENSES","20-OCT-18","20-OCT-18","20-OCT-18","116.31","1","116.31"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812049133932969","MOTTOLA JABORSKA, DENA","1532 RIVERSIDE DRIVE","TRENTON","NJ","SALARY/TRAVEL EXPENSES","20-OCT-18","20-OCT-18","20-OCT-18","137.25","1","137.25"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812049133932969","JRS STRATEGIES","79 SIMSBURY DRIVE","VOORHEES","NJ","MESSAGING CONSULTANT","20-OCT-18","20-OCT-18","20-OCT-18","5000","1","5000"
"","","","","","C30002901","CITIZEN ACTION OF NJ","201812049133932970","ANDERSEN POLITICAL SERVICES","43 VAN WAGENEN AVE APT GG","JERSEY CITY","NJ","FACEBOOK ADS","20-OCT-18","20-OCT-18","20-OCT-18","7000","1","7000"
"S0CA00199","FEINSTEIN, DIANNE","S","CA","00","C30002877","CITIZENS UNITED","201809279124251043","PEOPLE WHO THINK LLC","4250 HIGHWAY 22 SUITE 7","MANDERVILLE","LA","AD PRODUCTION COSTS - JUDGE THE JUDGE","25-SEP-18","27-SEP-18","27-SEP-18","15000","2","7500"
"S8DE00079","CARPER, THOMAS R","S","DE","00","C30002877","CITIZENS UNITED","201809279124251043","PEOPLE WHO THINK LLC","4250 HIGHWAY 22 SUITE 7","MANDERVILLE","LA","AD PRODUCTION COSTS - JUDGE THE JUDGE","25-SEP-18","27-SEP-18","27-SEP-18","15000","2","7500"
"S0CA00199","FEINSTEIN, DIANNE","S","CA","00","C30002877","CITIZENS UNITED","201809279124251043","PEOPLE WHO THINK LLC","4250 HIGHWAY 22 SUITE 7","MANDERVILLE","LA","CABLE TV MEDIA BUY - JUDGE THE JUDGE","13-SEP-18","27-SEP-18","27-SEP-18","250023","2","125011.5"
"S8DE00079","CARPER, THOMAS R","S","DE","00","C30002877","CITIZENS UNITED","201809279124251043","PEOPLE WHO THINK LLC","4250 HIGHWAY 22 SUITE 7","MANDERVILLE","LA","CABLE TV MEDIA BUY - JUDGE THE JUDGE","13-SEP-18","27-SEP-18","27-SEP-18","250023","2","125011.5"
"S8DE00079","CARPER, THOMAS R","S","DE","00","C30002877","CITIZENS UNITED","201810029124275167","PEOPLE WHO THINK LLC.","4250 HIGHWAY 22 SUITE 7","MANDERVILLE","LA","CABLE TV MEDIA BUY - JUDGE THE JUDGE","02-OCT-18","02-OCT-18","02-OCT-18","31208","2","15604"
"S0CA00199","FEINSTEIN, DIANNE","S","CA","00","C30002877","CITIZENS UNITED","201810029124275167","PEOPLE WHO THINK LLC.","4250 HIGHWAY 22 SUITE 7","MANDERVILLE","LA","CABLE TV MEDIA BUY - JUDGE THE JUDGE","02-OCT-18","02-OCT-18","02-OCT-18","31208","2","15604"
"S2IN00091","DONNELLY, JOSEPH S","S","IN","00","C30002844","DEMAND JUSTICE A PROJECT OF SIXTEEN THIRTY FUND","201810129124496685","BUYING TIME LLC","650 MASSACHUSETTS AVENUE NW","WASHINGTON","DC","RADIO ADVERTISEMENT BUY - DEMAND JUSTICE","20-SEP-18","24-SEP-18","24-SEP-18","33140","2","16570"
"S2ND00099","HEITKAMP, HEIDI","S","ND","00","C30002844","DEMAND JUSTICE A PROJECT OF SIXTEEN THIRTY FUND","201810129124496685","BUYING TIME LLC","650 MASSACHUSETTS AVENUE NW","WASHINGTON","DC","RADIO ADVERTISEMENT BUY - DEMAND JUSTICE","20-SEP-18","24-SEP-18","24-SEP-18","33140","1","33140"
"S0WV00090","MANCHIN III, JOE","S","WV","00","C30002844","DEMAND JUSTICE A PROJECT OF SIXTEEN THIRTY FUND","201810129124496686","BUYING TIME LLC","650 MASSACHUSETTS AVENUE NW","WASHINGTON","DC","RADIO ADVERTISEMENT BUY - DEMAND JUSTICE","20-SEP-18","24-SEP-18","24-SEP-18","33140","1","33140"
"S2IN00091","DONNELLY, JOSEPH S","S","IN","00","C30002844","DEMAND JUSTICE A PROJECT OF SIXTEEN THIRTY FUND","201810119124496289","BUYING TIME LLC","650 MASSACHUSETTS AVENUE NW","WASHINGTON","DC","RADIO ADVERTISEMENT BUY - DEMAND JUSTICE","06-SEP-18","10-SEP-18","10-SEP-18","33333.33","1","33333.33"
"S2ND00099","HEITKAMP, HEIDI","S","ND","00","C30002844","DEMAND JUSTICE A PROJECT OF SIXTEEN THIRTY FUND","201810119124496289","BUYING TIME LLC","650 MASSACHUSETTS AVENUE NW","WASHINGTON","DC","RADIO ADVERTISEMENT BUY - DEMAND JUSTICE","06-SEP-18","10-SEP-18","10-SEP-18","33333.33","2","16666.67"
"S0WV00090","MANCHIN III, JOE","S","WV","00","C30002844","DEMAND JUSTICE A PROJECT OF SIXTEEN THIRTY FUND","201810119124496290","BUYING TIME LLC","650 MASSACHUSETTS AVENUE NW","WASHINGTON","DC","RADIO ADVERTISEMENT BUY - DEMAND JUSTICE","06-SEP-18","10-SEP-18","10-SEP-18","33333.34","1","33333.34"
"S2ND00099","HEITKAMP, HEIDI","S","ND","00","C30002844","DEMAND JUSTICE A PROJECT OF SIXTEEN THIRTY FUND","201810119124496523","BUYING TIME LLC","650 MASSACHUSETTS AVE NW","WASHINGTON","DC","RADIO ADVERTISEMENT BUY - DEMAND JUSTICE","19-SEP-18","20-SEP-18","20-SEP-18","10000","1","10000"
"S2ND00099","HEITKAMP, HEIDI","S","ND","00","C30002844","DEMAND JUSTICE A PROJECT OF SIXTEEN THIRTY FUND","201810119124496523","BUNNY INC.","77 VAN NESS AVENUE","SAN FRANCISCO","CA","RADIO ADVERTISEMENT PRODUCTION - DEMAND JUSTICE","13-SEP-18","20-SEP-18","20-SEP-18","81","1","81"
"S2IN00091","DONNELLY, JOSEPH S","S","IN","00","C30002844","DEMAND JUSTICE A PROJECT OF SIXTEEN THIRTY FUND","201810119124496405","BUYING TIME LLC","650 MASSACHUSETTS AVENUE NW","WASHINGTON","DC","RADIO ADVERTISEMENT BUY - DEMAND JUSTICE","14-SEP-18","17-SEP-18","17-SEP-18","33333.33","1","33333.33"
"S2ND00099","HEITKAMP, HEIDI","S","ND","00","C30002844","DEMAND JUSTICE A PROJECT OF SIXTEEN THIRTY FUND","201810119124496405","BUYING TIME LLC","650 MASSACHUSETTS AVENUE NW","WASHINGTON","DC","RADIO ADVERTISEMENT BUY - DEMAND JUSTICE","14-SEP-18","17-SEP-18","17-SEP-18","33333.33","1","33333.33"
"S0WV00090","MANCHIN III, JOE","S","WV","00","C30002844","DEMAND JUSTICE A PROJECT OF SIXTEEN THIRTY FUND","201810119124496406","BUYING TIME LLC","650 MASSACHUSETTS AVENUE NW","WASHINGTON","DC","RADIO ADVERTISEMENT BUY - DEMAND JUSTICE","14-SEP-18","17-SEP-18","17-SEP-18","33333.34","2","16666.67"
"S2NV00183","HELLER, DEAN","S","NV","00","C30002844","DEMAND JUSTICE A PROJECT OF SIXTEEN THIRTY FUND","201810119124496548","SKDKNICKERBOCKER","1150 18TH STREET NW","WASHINGTON","DC","TELEVISION ADVERTISEMENT BUY - DEMAND JUSTICE","21-SEP-18","22-SEP-18","22-SEP-18","100747","2","50373.5"
"S2NV00183","HELLER, DEAN","S","NV","00","C30002844","DEMAND JUSTICE A PROJECT OF SIXTEEN THIRTY FUND","201810119124496548","BUNNY INC.","77 VAN NESS AVE","SAN FRANCISCO","CA","TELEVISION ADVERTISEMENT PRODUCTION - DEMAND JUSTICE","17-SEP-18","22-SEP-18","22-SEP-18","130","2","65"
"S2NV00183","HELLER, DEAN","S","NV","00","C30002844","DEMAND JUSTICE A PROJECT OF SIXTEEN THIRTY FUND","201810119124496549","BUNNY INC.","77 VAN NESS AVE","SAN FRANCISCO","CA","TELEVISION ADVERTISEMENT PRODUCTION - DEMAND JUSTICE","18-SEP-18","22-SEP-18","22-SEP-18","13","1","13"
"S2NV00183","HELLER, DEAN","S","NV","00","C30002844","DEMAND JUSTICE A PROJECT OF SIXTEEN THIRTY FUND","201810119124496549","BUNNY INC.","77 VAN NESS AVE","SAN FRANCISCO","CA","TELEVISION ADVERTISEMENT PRODUCTION - DEMAND JUSTICE","17-SEP-18","22-SEP-18","22-SEP-18","99","1","99"
"S8MS00261","HYDE-SMITH, CINDY","S","MS","00","C30002844","DEMAND JUSTICE A PROJECT OF SIXTEEN THIRTY FUND","201811289133856661","SKDKNICKERBOCKER LLC","1150 18TH STREET NW","WASHINGTON","DC","RADIO ADVERTISEMENT BUY - DEMAND JUSTICE","26-NOV-18","27-NOV-18","27-NOV-18","7548","1","7548"
"H8NC03076","DACEY, SCOTT","H","NC","03","C30002422","EASTERN CAROLINA CONSERVATIVE FUND","201804249111725748","MACON GROUP, INC.","PO BOX 3962","GREENVILLE","NC","RADIO 1 ELECTIONEERING COMMUNICATION","23-APR-18","24-APR-18","24-APR-18","2193.4","1","2193.4"
"H8NC03076","DACEY, SCOTT","H","NC","03","C30002422","EASTERN CAROLINA CONSERVATIVE FUND","201804249111725748","MACON GROUP, INC.","PO BOX 3962","GREENVILLE","NC","TV 1 ELECTIONEERING COMMUNICATION","23-APR-18","25-APR-18","24-APR-18","21215","1","21215"
"H8NC03076","DACEY, SCOTT","H","NC","03","C30002422","EASTERN CAROLINA CONSERVATIVE FUND","201804249111725749","MACON GROUP, INC.","PO BOX 3962","GREENVILLE","NC","TV & RADIO ELECTIONEERING COMMUNICATION PRODUCTION","23-APR-18","23-APR-18","24-APR-18","3000","1","3000"
"H8NC03076","DACEY, SCOTT","H","NC","03","C30002422","EASTERN CAROLINA CONSERVATIVE FUND","201805019111745161","MACON GROUP, INC.","PO BOX 3962","GREENVILLE","NC","RADIO 2 ELECTIONEERING COMMUNICATION","01-MAY-18","02-MAY-18","02-MAY-18","2187.9","1","2187.9"
"H6FL13148","BUCHANAN, VERNON","H","FL","16","C30002810","FLORIDIANS FOR A FAIR SHAKE A PROJECT OF SIXTEEN THIRTY FUND","201808019119339968","TARGETED PLATFORM MEDIA LLC","1291 HOLLYWOOD AVE","ANNAPOLIS","MD","TELEVISION AD BUY - SAME DAY","27-JUL-18","31-JUL-18","31-JUL-18","274119","1","274119"
"H6FL13148","BUCHANAN, VERNON","H","FL","16","C30002810","FLORIDIANS FOR A FAIR SHAKE A PROJECT OF SIXTEEN THIRTY FUND","201808019119339968","MVAR MEDIA LLC","1199 N. FAIRFAX STREET","ALEXANDRIA","VA","TELEVISION ADVERTISEMENT PRODUCTION - SAME DAY","31-JUL-18","31-JUL-18","31-JUL-18","11993.61","1","11993.61"
"H4WA05077","MCMORRIS RODGERS, CATHY","H","WA","05","C30002828","FUSE WASHINGTON","201808109119386981","FUSE WASHINGTON","1402 THIRD AVENUE","SEATTLE","WA","STAFFING SERVICES/OPPOSE","08-AUG-18","08-AUG-18","08-AUG-18","401.38","1","401.38"
"H8WA08205","ROSSI, DINO","H","WA","08","C30002828","FUSE WASHINGTON","201808109119386981","FUSE WASHINGTON","1402 THIRD AVENUE","SEATTLE","WA","STAFFING SERVICES/OPPOSE","08-AUG-18","08-AUG-18","08-AUG-18","71.32","1","71.32"
"H4WA05077","MCMORRIS RODGERS, CATHY","H","WA","05","C30002828","FUSE WASHINGTON","201808109119386982","FACEBOOK","1 HACKER WAY","MENLO PARK","CA","DIGITAL ADVERTISING/OPPOSE","08-AUG-18","08-AUG-18","08-AUG-18","11.75","1","11.75"
"H8WA05193","BROWN, LISA","H","WA","05","C30002828","FUSE WASHINGTON","201808109119386982","FACEBOOK","1 HACKER WAY","MENLO PARK","CA","DIGITAL ADVERTISING/SUPPORT","08-AUG-18","08-AUG-18","08-AUG-18","11.74","1","11.74"
"H4WA05077","MCMORRIS RODGERS, CATHY","H","WA","05","C30002828","FUSE WASHINGTON","201808139119602051","FUSE WASHINGTON","1402 THIRD AVENUE","SEATTLE","WA","STAFFING SERVICES/OPPOSE","09-AUG-18","09-AUG-18","09-AUG-18","276.99","1","276.99"
"H8WA05193","BROWN, LISA","H","WA","05","C30002828","FUSE WASHINGTON","201808139119602051","FUSE WASHINGTON","1402 THIRD AVENUE","SEATTLE","WA","STAFFING SERVICES/SUPPORT","09-AUG-18","09-AUG-18","09-AUG-18","98.41","1","98.41"
"H4WA05077","MCMORRIS RODGERS, CATHY","H","WA","05","C30002828","FUSE WASHINGTON","201808139119602052","FACEBOOK","1 HACKER WAY","MENLO PARK","CA","DIGITAL ADVERTISING/OPPOSE","09-AUG-18","09-AUG-18","09-AUG-18","121.86","1","121.86"
"H8WA05193","BROWN, LISA","H","WA","05","C30002828","FUSE WASHINGTON","201808139119602052","FACEBOOK","1 HACKER WAY","MENLO PARK","CA","DIGITAL ADVERTISING/SUPPORT","09-AUG-18","09-AUG-18","09-AUG-18","121.86","1","121.86"
"H4WA05077","MCMORRIS RODGERS, CATHY","H","WA","05","C30002828","FUSE WASHINGTON","201808139119602214","FACEBOOK","1 HACKER WAY","MENLO PARK","CA","DIGITAL ADVERTISING/OPPOSE","10-AUG-18","10-AUG-18","10-AUG-18","64.27","1","64.27"
"H8WA05193","BROWN, LISA","H","WA","05","C30002828","FUSE WASHINGTON","201808139119602214","FACEBOOK","1 HACKER WAY","MENLO PARK","CA","DIGITAL ADVERTISING/SUPPORT","10-AUG-18","10-AUG-18","10-AUG-18","64.27","1","64.27"
"H4WA05077","MCMORRIS RODGERS, CATHY","H","WA","05","C30002828","FUSE WASHINGTON","201808139119602215","FUSE WASHINGTON","1402 THIRD AVENUE","SEATTLE","WA","STAFFING SERVICES/OPPOSE","10-AUG-18","10-AUG-18","10-AUG-18","93.15","1","93.15"
"H8WA05193","BROWN, LISA","H","WA","05","C30002828","FUSE WASHINGTON","201808139119602215","FUSE WASHINGTON","1402 THIRD AVENUE","SEATTLE","WA","STAFFING SERVICES/SUPPORT","10-AUG-18","10-AUG-18","10-AUG-18","93.15","1","93.15"
"H4WA05077","MCMORRIS RODGERS, CATHY","H","WA","05","C30002828","FUSE WASHINGTON","201809109121659489","FUSE WASHINGTON","1402 THIRD AVENUE SUITE 406","SEATTLE","WA","STAFFING SERVICES/YOUR FALL EMAIL/OPPOSE","06-SEP-18","06-SEP-18","06-SEP-18","80.17","1","80.17"
"H8WA08205","ROSSI, DINO","H","WA","08","C30002828","FUSE WASHINGTON","201809219124184210","FACEBOOK","1 HACKER WAY","MENLO PARK","CA","DIGITAL AD/OPPOSE","19-SEP-18","19-SEP-18","19-SEP-18","48.77","1","48.77"
"H8WA08189","SCHRIER, KIM DR.","H","WA","08","C30002828","FUSE WASHINGTON","201809219124184210","FACEBOOK","1 HACKER WAY","MENLO PARK","CA","DIGITAL AD/SUPPORT","19-SEP-18","19-SEP-18","19-SEP-18","48.77","1","48.77"
"H8WA08205","ROSSI, DINO","H","WA","08","C30002828","FUSE WASHINGTON","201809219124184211","FUSE WASHINGTON","1402 THIRD AVENUE","SEATTLE","WA","STAFFING/OPPOSE","19-SEP-18","19-SEP-18","19-SEP-18","20.18","1","20.18"
"H8WA08189","SCHRIER, KIM DR.","H","WA","08","C30002828","FUSE WASHINGTON","201809219124184211","FUSE WASHINGTON","1402 THIRD AVENUE","SEATTLE","WA","STAFFING/SUPPORT","19-SEP-18","19-SEP-18","19-SEP-18","20.18","1","20.18"
"H2WA06129","KILMER, DEREK","H","WA","06","C30002828","FUSE WASHINGTON","201809269124243269","FUSE WASHINGTON","1402 THIRD AVENUE","SEATTLE","WA","STAFFING SERVICES/WEBSITE/SUPPORT","24-SEP-18","24-SEP-18","24-SEP-18","651.55","10","65.16"
"H8WA08189","SCHRIER, KIM DR.","H","WA","08","C30002828","FUSE WASHINGTON","201809269124243269","FUSE WASHINGTON","1402 THIRD AVENUE","SEATTLE","WA","STAFFING SERVICES/WEBSITE/SUPPORT","24-SEP-18","24-SEP-18","24-SEP-18","651.55","10","65.16"
"H0WA02080","LARSEN, RICK","H","WA","02","C30002828","FUSE WASHINGTON","201809269124243269","FUSE WASHINGTON","1402 THIRD AVENUE","SEATTLE","WA","STAFFING SERVICES/WEBSITE/SUPPORT","24-SEP-18","24-SEP-18","24-SEP-18","651.55","10","65.16"
"S8WA00194","CANTWELL, MARIA","S","WA","00","C30002828","FUSE WASHINGTON","201809269124243269","FUSE WASHINGTON","1402 THIRD AVENUE","SEATTLE","WA","STAFFING SERVICES/WEBSITE/SUPPORT","24-SEP-18","24-SEP-18","24-SEP-18","651.55","10","65.16"
"H8WA04089","BROWN, CHRISTINE CAROL","H","WA","04","C30002828","FUSE WASHINGTON","201809269124243269","FUSE WASHINGTON","1402 THIRD AVENUE","SEATTLE","WA","STAFFING SERVICES/WEBSITE/SUPPORT","24-SEP-18","24-SEP-18","24-SEP-18","651.55","10","65.16"
"H0WA03161","HECK, DENNIS","H","WA","10","C30002828","FUSE WASHINGTON","201809269124243269","FUSE WASHINGTON","1402 THIRD AVENUE","SEATTLE","WA","STAFFING SERVICES/WEBSITE/SUPPORT","24-SEP-18","24-SEP-18","24-SEP-18","651.55","10","65.16"
"H6WA07458","JAYAPAL, PRAMILA","H","WA","07","C30002828","FUSE WASHINGTON","201809269124243269","FUSE WASHINGTON","1402 THIRD AVENUE","SEATTLE","WA","STAFFING SERVICES/WEBSITE/SUPPORT","24-SEP-18","24-SEP-18","24-SEP-18","651.55","10","65.16"
"H8WA05193","BROWN, LISA","H","WA","05","C30002828","FUSE WASHINGTON","201809269124243269","FUSE WASHINGTON","1402 THIRD AVENUE","SEATTLE","WA","STAFFING SERVICES/WEBSITE/SUPPORT","24-SEP-18","24-SEP-18","24-SEP-18","651.55","10","65.16"
"H8WA03198","LONG, CAROLYN N.","H","WA","03","C30002828","FUSE WASHINGTON","201809269124243269","FUSE WASHINGTON","1402 THIRD AVENUE","SEATTLE","WA","STAFFING SERVICES/WEBSITE/SUPPORT","24-SEP-18","24-SEP-18","24-SEP-18","651.55","10","65.16"
"H0WA08046","DELBENE, SUZAN K","H","WA","01","C30002828","FUSE WASHINGTON","201809269124243269","FUSE WASHINGTON","1402 THIRD AVENUE","SEATTLE","WA","STAFFING SERVICES/WEBSITE/SUPPORT","24-SEP-18","24-SEP-18","24-SEP-18","651.55","10","65.16"
"H8WA03198","LONG, CAROLYN N.","H","WA","03","C30002828","FUSE WASHINGTON","201809269124243271","FUSE WASHINGTON","1402 THIRD AVENUE","SEATTLE","WA","STAFFING SERVICES/EMAIL","24-SEP-18","24-SEP-18","24-SEP-18","166.98","3","55.66"
"H8WA08189","SCHRIER, KIM DR.","H","WA","08","C30002828","FUSE WASHINGTON","201809269124243271","FUSE WASHINGTON","1402 THIRD AVENUE","SEATTLE","WA","STAFFING SERVICES/EMAIL","24-SEP-18","24-SEP-18","24-SEP-18","166.98","3","55.66"
"H8WA05193","BROWN, LISA","H","WA","05","C30002828","FUSE WASHINGTON","201809269124243271","FUSE WASHINGTON","1402 THIRD AVENUE","SEATTLE","WA","STAFFING SERVICES/EMAIL","24-SEP-18","24-SEP-18","24-SEP-18","166.98","3","55.66"
"H8WA05193","BROWN, LISA","H","WA","05","C30002828","FUSE WASHINGTON","201810049124298493","FUSE WASHINGTON","1402 THIRD AVENUE","SEATTLE","WA","WEBSITE/SUPPORT","01-OCT-18","02-OCT-18","02-OCT-18","149.82","3","49.94"
"H8WA08189","SCHRIER, KIM DR.","H","WA","08","C30002828","FUSE WASHINGTON","201810049124298493","FUSE WASHINGTON","1402 THIRD AVENUE","SEATTLE","WA","WEBSITE/SUPPORT","01-OCT-18","02-OCT-18","02-OCT-18","149.82","3","49.94"
"H8WA03198","LONG, CAROLYN N.","H","WA","03","C30002828","FUSE WASHINGTON","201810049124298493","FUSE WASHINGTON","1402 THIRD AVENUE","SEATTLE","WA","WEBSITE/SUPPORT","01-OCT-18","02-OCT-18","02-OCT-18","149.82","3","49.94"
"S0AL00156","JONES, DOUG","S","AL","00","C30002760","GREAT AMERICA ALLIANCE","201801169090421166","FRONTLINE STRATEGIES & MEDIA LLC","110 NEWPORT CENTER DRIVE","NEWPORT BEACH","CA","ADVERTISING: TV - DANGEROUS & DECEPTIVE","01-DEC-17","01-DEC-17","01-DEC-17","80153","1","80153"
"S8MN00578","SMITH, TINA","S","MN","00","C30002760","GREAT AMERICA ALLIANCE","201808069119372621","FRONTLINE STRATEGIES & MEDIA LLC","1514 WARWICK LANE","NEWPORT BEACH","CA","ADVERTISING: TV - RADICAL","02-AUG-18","06-AUG-18","06-AUG-18","65430","1","65430"
"","","","","","C30001689","JUDICIAL CRISIS NETWORK","201812179143526114","MENTZER MEDIA","210 W PENNSYLVANIA AVE","TOWSON","MD","LOBBYING - BEST OF THE BEST MEDIA BUY","02-OCT-18","02-OCT-18","02-OCT-18","434845","2","217422.5"
"","","","","","C30001689","JUDICIAL CRISIS NETWORK","201812179143526114","MENTZER MEDIA","210 W PENNSYLVANIA AVE","TOWSON","MD","LOBBYING - BEST OF THE BEST MEDIA BUY","02-OCT-18","02-OCT-18","02-OCT-18","434845","2","217422.5"
"","","","","","C30001689","JUDICIAL CRISIS NETWORK","201810049124298489","MENTZER MEDIA","210 W PENNSYLVANIA AVE","TOWSON","MD","MEDIA ADVERTISEMENT","02-OCT-18","03-OCT-18","","217130","1","217130"
"","","","","","C30001689","JUDICIAL CRISIS NETWORK","201810049124298489","MENTZER MEDIA","210 W PENNSYLVANIA AVE","TOWSON","MD","MEDIA ADVERTISEMENT","02-OCT-18","03-OCT-18","","217715","1","217715"
"","","","","","C30002802","MAJORITY FORWARD","201807309119329141","WATERFRONT STRATEGIES","3050 K STREET NW SUITE 100","WASHINGTON","DC","MEDIA BUY AND PRODUCTION COSTS - ESTIMATE FOR VETOED","26-JUL-18","26-JUL-18","26-JUL-18","2754571.05","1","2754571.05"
"S8FL00273","SCOTT, RICK GOV","S","FL","00","C30002802","MAJORITY FORWARD","201808129119600827","WATERFRONT STRATEGIES","3050 K ST NW","WASHINGTON","DC","MEDIA BUY AND PRODUCTION COSTS - ESTIMATE FOR 'VETOED'","11-AUG-18","11-AUG-18","11-AUG-18","1304377","1","1304377"
"S8AZ00221","MCSALLY, MARTHA","S","AZ","00","C30002802","MAJORITY FORWARD","201809089121658856","BETTY & SMITH","1875 K ST NW","WASHINGTON","DC","MEDIA PRODUCTION COSTS - 'JUST WRONG'","07-SEP-18","07-SEP-18","07-SEP-18","20521.19","1","20521.19"
"S8FL00273","SCOTT, RICK GOV","S","FL","00","C30002802","MAJORITY FORWARD","201809089121658856","BULLY PULPIT INTERACTIVE","1445 NEW YORK AVE NW","WASHINGTON","DC","ONLINE ADVERTISING & PRODUCTION COSTS - 'MESS'","07-SEP-18","07-SEP-18","07-SEP-18","69900","1","69900"
"S8ND00120","CRAMER, KEVIN MR.","S","ND","00","C30002802","MAJORITY FORWARD","201809089121658857","MVAR MEDIA, LLC","1199 N FAIRFAX ST","ALEXANDRIA","VA","MEDIA PRODUCTION COSTS - 'LET'","07-SEP-18","07-SEP-18","07-SEP-18","14728.47","1","14728.47"
"S8MO00160","HAWLEY, JOSHUA DAVID","S","MO","00","C30002802","MAJORITY FORWARD","201809089121658857","SHORR JOHNSON MAGNUS","100 N 20TH ST","PHILADELPHIA","PA","MEDIA PRODUCTION COSTS - 'JANICE'","07-SEP-18","07-SEP-18","07-SEP-18","25402.3","1","25402.3"
"S8WV00143","MORRISEY, PATRICK MR","S","WV","00","C30002802","MAJORITY FORWARD","201809089121658858","SIEGEL STRATEGIES, LLC","1 MORTON SQ","NEW YORK","NY","MEDIA PRODUCTION COSTS - 'JULIE'","07-SEP-18","07-SEP-18","07-SEP-18","31950","1","31950"
"S8FL00273","SCOTT, RICK GOV","S","FL","00","C30002802","MAJORITY FORWARD","201809089121658858","WATERFRONT STRATEGIES","3050 K ST NW","WASHINGTON","DC","MEDIA BUY AND PRODUCTION COSTS -  'MESS'","07-SEP-18","07-SEP-18","07-SEP-18","358385.19","1","358385.19"
